key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_Amt,ss_Delay,ll_Amt,ll_Delay
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,1,2.258805,0,68,68,13,1,10000,0,111000,30
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,1,1.05711,0,69,69,1,1,10000,0,39000,6
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,10.628895,0,70,70,82,1,25000,0,75000,90
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,1,0.594855,0,71,71,30,1,5000,0,16000,4
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.611205,0,72,72,68,1,25000,0,125000,9
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,left,0,1.30224,0,73,73,20,1,10000,0,20000,90
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,3.21853,0,74,74,0,1,10000,0,20000,5
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,3.074245,0,75,75,50,1,5000,0,15000,91
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,1,1.50439,0,76,76,4,1,10000,0,150000,5
,,,,,,,,,,,,,,,,,,,,,,002,112,2020-11-13_09h49.59.925,tareaTDv3,2020.2.5,Win32,60,,,,right,0,4.51509,0,77,77,88,1,25000,0,125000,149
