key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,Practice.ran,ssAmount,llAmount,llDelay,session,participant,date,expName,psychopyVersion,OS,frameRate,key5.keys,key5.rt,respT.keys,respT.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ss_am,ss_del,ll_am,ll_del,respT.rt
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,79.0,79.0,43.0,1.0,5000.0,0.0,106000.0,29.0,1.3547
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,80.0,80.0,73.0,1.0,25000.0,0.0,125000.0,31.0,0.5703
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,81.0,81.0,45.0,1.0,5000.0,0.0,15000.0,61.0,1.1228
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,82.0,82.0,64.0,1.0,25000.0,0.0,150000.0,4.0,3.605
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,0.0,83.0,83.0,81.0,1.0,25000.0,0.0,55000.0,90.0,2.3021
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,84.0,84.0,0.0,1.0,10000.0,0.0,20000.0,5.0,0.6609
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,0.0,0.0,85.0,85.0,16.0,1.0,10000.0,0.0,39000.0,59.0,1.5037
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,86.0,86.0,32.0,1.0,5000.0,0.0,54000.0,5.0,1.6152
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,left,1.0,0.0,87.0,87.0,17.0,1.0,10000.0,0.0,60000.0,60.0,1.5666
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,88.0,88.0,42.0,1.0,5000.0,0.0,56000.0,29.0,4.7248
,,,,,,,,,,,,,,,,,,,,,,,07-09-2022,F448,2022-09-07_08h48.03.298,tareaTDv3,2020.2.5,Win32,60,,,right,1.0,0.0,89.0,89.0,69.0,1.0,25000.0,0.0,150000.0,9.0,1.1693
