ssAmount;llAmount;llDelay;ss_am;ss_del;ll_am;ll_del;Practice.thisRepN;Practice.thisTrialN;Practice.thisN;Practice.thisIndex;trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;key1.keys;key1.rt;key2.keys;key2.rt;key2_2.keys;key2_2.rt;key2_3.keys;key2_3.rt;key3.keys;key3.rt;key4.keys;key4.rt;respP.keys;respP.corr;respP.rt;key5.keys;key5.rt;respT.keys;respT.corr;respT.rt;session;psychopyVersion;frameRate;expName;date;participant;;ssAmount,llAmount,llDelay,ss_am,ss_del,ll_am,ll_del,Practice.thisRepN,Practice.thisTrialN,Practice.thisN,Practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key1.keys,key1.rt,key2.keys,key2.rt,key2_2.keys,key2_2.rt,key2_3.keys,key2_3.rt,key3.keys,key3.rt,key4.keys,key4.rt,respP.keys,respP.corr,respP.rt,key5.keys,key5.rt,respT.keys,respT.corr,respT.rt,session,psychopyVersion,frameRate,expName,date,participant,
;;;5;0;150.0;90;;;;;0;57;57;54;;;;;;;;;;;;;;;;;;left;1;339.943.844.592;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,5,0,150.0,90,,,,,0,57,57,54,,,,,,,,,,,,,,,,,,left,1,3.39943844592,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;149.0;89;;;;;0;58;58;24;;;;;;;;;;;;;;;;;;right;1;259.966.504.155;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,149.0,89,,,,,0,58,58,24,,,,,,,,,,,,,,,,,,right,1,2.59966504155,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;125.0;89;;;;;0;59;59;83;;;;;;;;;;;;;;;;;;left;1;176.554.914.471;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,125.0,89,,,,,0,59,59,83,,,,,,,,,,,,,,,,,,left,1,1.76554914471,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;151.0;151;;;;;0;60;60;29;;;;;;;;;;;;;;;;;;right;1;301.639.219.513;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,151.0,151,,,,,0,60,60,29,,,,,,,,,,,,,,,,,,right,1,3.01639219513,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;75.0;31;;;;;0;61;61;72;;;;;;;;;;;;;;;;;;left;1;248.413.933.767;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,75.0,31,,,,,0,61,61,72,,,,,,,,,,,,,,,,,,left,1,2.48413933767,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;150.0;61;;;;;0;62;62;79;;;;;;;;;;;;;;;;;;right;1;166.660.480.853;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,150.0,61,,,,,0,62,62,79,,,,,,,,,,,,,,,,,,right,1,1.66660480853,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;5;0;55.0;151;;;;;0;63;63;57;;;;;;;;;;;;;;;;;;left;1;278.236.440.755;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,5,0,55.0,151,,,,,0,63,63,57,,,,,,,,,,,,,,,,,,left,1,2.78236440755,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;61.0;89;;;;;0;64;64;22;;;;;;;;;;;;;;;;;;left;1;238.370.424.137;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,61.0,89,,,,,0,64,64,22,,,,,,,,,,,,,,,,,,left,1,2.38370424137,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;109.0;149;;;;;0;65;65;28;;;;;;;;;;;;;;;;;;right;1;280.017.590.988;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,109.0,149,,,,,0,65,65,28,,,,,,,,,,,,,,,,,,right,1,2.80017590988,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;125.0;31;;;;;0;66;66;73;;;;;;;;;;;;;;;;;;right;1;124.932.658.719;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,125.0,31,,,,,0,66,66,73,,,,,,,,,,,,,,,,,,right,1,1.24932658719,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;150.0;29;;;;;0;67;67;74;;;;;;;;;;;;;;;;;;left;1;123.227.383.103;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,150.0,29,,,,,0,67,67,74,,,,,,,,,,,,,,,,,,left,1,1.23227383103,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;109.0;5;;;;;0;68;68;3;;;;;;;;;;;;;;;;;;right;1;160.109.308.735;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,109.0,5,,,,,0,68,68,3,,,,,,,,,,,,,,,,,,right,1,1.60109308735,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;35.0;60;;;;;0;69;69;75;;;;;;;;;;;;;;;;;;right;0;215.019.307.937;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,35.0,60,,,,,0,69,69,75,,,,,,,,,,,,,,,,,,right,0,2.15019307937,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;5;0;54.0;5;;;;;0;70;70;32;;;;;;;;;;;;;;;;;;right;1;326.559.438.137;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,5,0,54.0,5,,,,,0,70,70,32,,,,,,,,,,,,,,,,,,right,1,3.26559438137,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;75.0;5;;;;;0;71;71;62;;;;;;;;;;;;;;;;;;right;1;101.819.550.106;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,75.0,5,,,,,0,71,71,62,,,,,,,,,,,,,,,,,,right,1,1.01819550106,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;5;0;14.0;149;;;;;0;72;72;55;;;;;;;;;;;;;;;;;;right;0;194.980.352.838;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,5,0,14.0,149,,,,,0,72,72,55,,,,,,,,,,,,,,,,,,right,0,1.94980352838,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;39.0;29;;;;;0;73;73;11;;;;;;;;;;;;;;;;;;right;1;490.066.138.376;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,39.0,29,,,,,0,73,73,11,,,,,,,,,,,,,,,,,,right,1,4.90066138376,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;75.0;10;;;;;0;74;74;67;;;;;;;;;;;;;;;;;;right;1;36.155.591.174;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,75.0,10,,,,,0,74,74,67,,,,,,,,,,,,,,,,,,right,1,3.6155591174,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;59.0;9;;;;;0;75;75;7;;;;;;;;;;;;;;;;;;right;1;208.350.314.293;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,59.0,9,,,,,0,75,75,7,,,,,,,,,,,,,,,,,,right,1,2.08350314293,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;5;0;35.0;6;;;;;0;76;76;31;;;;;;;;;;;;;;;;;;right;1;161.489.547.184;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,5,0,35.0,6,,,,,0,76,76,31,,,,,,,,,,,,,,,,,,right,1,1.61489547184,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;5;0;35.0;89;;;;;0;77;77;51;;;;;;;;;;;;;;;;;;left;0;904.803.332.733;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,5,0,35.0,89,,,,,0,77,77,51,,,,,,,,,,,,,,,,,,left,0,9.04803332733,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;5;0;15.0;11;;;;;0;78;78;35;;;;;;;;;;;;;;;;;;left;1;618.233.695.719;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,5,0,15.0,11,,,,,0,78,78,35,,,,,,,,,,,,,,,,,,left,1,6.18233695719,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;39.0;59;;;;;0;79;79;16;;;;;;;;;;;;;;;;;;right;1;323.263.469.804;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,39.0,59,,,,,0,79,79,16,,,,,,,,,,,,,,,,,,right,1,3.23263469804,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;5;0;149.0;10;;;;;0;80;80;39;;;;;;;;;;;;;;;;;;right;1;158.344.145.631;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,5,0,149.0,10,,,,,0,80,80,39,,,,,,,,,,,,,,,,,,right,1,1.58344145631,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;35.0;150;;;;;0;81;81;85;;;;;;;;;;;;;;;;;;left;0;264.964.663.843;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,35.0,150,,,,,0,81,81,85,,,,,,,,,,,,,,,,,,left,0,2.64964663843,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;39.0;6;;;;;0;82;82;1;;;;;;;;;;;;;;;;;;right;1;518.346.890.714;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,39.0,6,,,,,0,82,82,1,,,,,,,,,,,,,,,,,,right,1,5.18346890714,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;5;0;35.0;31;;;;;0;83;83;41;;;;;;;;;;;;;;;;;;left;1;201.812.507.585;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,5,0,35.0,31,,,,,0,83,83,41,,,,,,,,,,,,,,,,,,left,1,2.01812507585,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;150.0;89;;;;;0;84;84;84;;;;;;;;;;;;;;;;;;right;1;124.953.220.971;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,150.0,89,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,right,1,1.24953220971,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;55.0;6;;;;;0;85;85;61;;;;;;;;;;;;;;;;;;right;1;0.799966689199;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,55.0,6,,,,,0,85,85,61,,,,,,,,,,,,,,,,,,right,1,0.799966689199,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;150.0;30;;;;;0;86;86;14;;;;;;;;;;;;;;;;;;left;1;130.098.349.042;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,150.0,30,,,,,0,86,86,14,,,,,,,,,,,,,,,,,,left,1,1.30098349042,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;25;0;35.0;30;;;;;0;87;87;70;;;;;;;;;;;;;;;;;;right;0;594.893.940.119;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,25,0,35.0,30,,,,,0,87,87,70,,,,,,,,,,,,,,,,,,right,0,5.94893940119,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;5;0;106.0;29;;;;;0;88;88;43;;;;;;;;;;;;;;;;;;right;1;133.352.319.105;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,5,0,106.0,29,,,,,0,88,88,43,,,,,,,,,,,,,,,,,,right,1,1.33352319105,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
;;;10;0;20.0;5;;;;;0;89;89;0;;;;;;;;;;;;;;;;;;left;1;336.557.967.961;1;3.0.3;60.075.104.943.475.200;ninosDelConv2;2019_May_09_0820;96;;,,,10,0,20.0,5,,,,,0,89,89,0,,,,,,,,,,,,,,,,,,left,1,3.36557967961,001,3.0.3,60.075104943475225,ninosDelConv2,2019_May_09_0820,96,
